0		0
0.0306122		0
0.0612245		0
0.0918367		0
0.122449		0
0.153061		0
0.183673		0
0.214286		0
0.244898		0
0.27551		0
0.306122		0
0.336735		0
0.367347		0
0.397959		0
0.428571		0
0.459184		0
0.489796		0
0.520408		0
0.55102		0
0.581633		0
0.612245		0
0.642857		0
0.673469		0
0.704082		0
0.734694		0
0.765306		0
0.795918		0
0.826531		0
0.857143		0
0.887755		0
0.918367		0
0.94898		0
0.979592		0
1.0102		0
1.04082		0
1.07143		0
1.10204		0
1.13265		0
1.16327		0
1.19388		0
1.22449		0
1.2551		0
1.28571		0
1.31633		0
1.34694		0
1.37755		0
1.40816		0
1.43878		0
1.46939		0
1.5		0
1.51		0.0057735
1.52		0.011547
1.53		0.0173205
1.54		0.023094
1.55		0.0288675
1.56		0.034641
1.57		0.0404145
1.58		0.046188
1.59		0.0519615
1.6		0.057735
1.61		0.0635085
1.62		0.069282
1.63		0.0750555
1.64		0.080829
1.65		0.0866025
1.66		0.092376
1.67		0.0981495
1.68		0.103923
1.69		0.109697
1.7		0.11547
1.71		0.121244
1.72		0.127017
1.73		0.132791
1.74		0.138564
1.75		0.144338
1.76		0.150111
1.77		0.155885
1.78		0.161658
1.79		0.167432
1.8		0.173205
1.81		0.178979
1.82		0.184752
1.83		0.190526
1.84		0.196299
1.85		0.202073
1.86		0.207846
1.87		0.21362
1.88		0.219393
1.89		0.225167
1.9		0.23094
1.91		0.236714
1.92		0.242487
1.93		0.248261
1.94		0.254034
1.95		0.259808
1.96		0.265581
1.97		0.271355
1.98		0.277128
1.99		0.282902
2		0.288675
0		0.0206897
0.0306122		0.0206897
0.0612245		0.0206897
0.0918367		0.0206897
0.122449		0.0206897
0.153061		0.0206897
0.183673		0.0206897
0.214286		0.0206897
0.244898		0.0206897
0.27551		0.0206897
0.306122		0.0206897
0.336735		0.0206897
0.367347		0.0206897
0.397959		0.0206897
0.428571		0.0206897
0.459184		0.0206897
0.489796		0.0206897
0.520408		0.0206897
0.55102		0.0206897
0.581633		0.0206897
0.612245		0.0206897
0.642857		0.0206897
0.673469		0.0206897
0.704082		0.0206897
0.734694		0.0206897
0.765306		0.0206897
0.795918		0.0206897
0.826531		0.0206897
0.857143		0.0206897
0.887755		0.0206897
0.918367		0.0206897
0.94898		0.0206897
0.979592		0.0206897
1.0102		0.0206897
1.04082		0.0206897
1.07143		0.0206897
1.10204		0.0206897
1.13265		0.0206897
1.16327		0.0206897
1.19388		0.0206897
1.22449		0.0206897
1.2551		0.0206897
1.28571		0.0206897
1.31633		0.0206897
1.34694		0.0206897
1.37755		0.0206897
1.40816		0.0206897
1.43878		0.0206897
1.46939		0.0206897
1.5		0.0206897
1.51		0.0262641
1.52		0.0318385
1.53		0.0374129
1.54		0.0429873
1.55		0.0485617
1.56		0.0541362
1.57		0.0597106
1.58		0.065285
1.59		0.0708594
1.6		0.0764338
1.61		0.0820082
1.62		0.0875827
1.63		0.0931571
1.64		0.0987315
1.65		0.104306
1.66		0.10988
1.67		0.115455
1.68		0.121029
1.69		0.126604
1.7		0.132178
1.71		0.137752
1.72		0.143327
1.73		0.148901
1.74		0.154476
1.75		0.16005
1.76		0.165624
1.77		0.171199
1.78		0.176773
1.79		0.182348
1.8		0.187922
1.81		0.193497
1.82		0.199071
1.83		0.204645
1.84		0.21022
1.85		0.215794
1.86		0.221369
1.87		0.226943
1.88		0.232517
1.89		0.238092
1.9		0.243666
1.91		0.249241
1.92		0.254815
1.93		0.26039
1.94		0.265964
1.95		0.271538
1.96		0.277113
1.97		0.282687
1.98		0.288262
1.99		0.293836
2		0.29941
0		0.0413793
0.0306122		0.0413793
0.0612245		0.0413793
0.0918367		0.0413793
0.122449		0.0413793
0.153061		0.0413793
0.183673		0.0413793
0.214286		0.0413793
0.244898		0.0413793
0.27551		0.0413793
0.306122		0.0413793
0.336735		0.0413793
0.367347		0.0413793
0.397959		0.0413793
0.428571		0.0413793
0.459184		0.0413793
0.489796		0.0413793
0.520408		0.0413793
0.55102		0.0413793
0.581633		0.0413793
0.612245		0.0413793
0.642857		0.0413793
0.673469		0.0413793
0.704082		0.0413793
0.734694		0.0413793
0.765306		0.0413793
0.795918		0.0413793
0.826531		0.0413793
0.857143		0.0413793
0.887755		0.0413793
0.918367		0.0413793
